O*NET-SOC Code	Workplace Example	Element ID	Element Name	Hot Technology	In Demand
25-3011.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	N
25-3011.00	Blackboard software	2.E.8.b	Computer based training software	N	N
25-3011.00	Computerized testing software	2.E.8.b	Computer based training software	N	N
25-3011.00	Edmodo	2.E.10.b	Desktop communications software	N	N
25-3011.00	Edpuzzle	2.E.8.e	Multi-media educational software	N	N
25-3011.00	Educational software	2.E.8.b	Computer based training software	N	N
25-3011.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
25-3011.00	Google Classroom	2.E.1.e	Project management software	N	N
25-3011.00	Google Workspace software	2.E.1.k	Office suite software	Y	N
25-3011.00	Kahoot!	2.E.8.e	Multi-media educational software	N	N
25-3011.00	Learning management system LMS	2.E.8.b	Computer based training software	N	N
25-3011.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
25-3011.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
25-3011.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
25-3011.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
25-3011.00	Microsoft Publisher	2.E.4.k	Desktop publishing software	N	N
25-3011.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-3011.00	Quizlet	2.E.8.b	Computer based training software	N	N
25-3011.00	SAP software	2.E.2.b	Enterprise resource planning ERP software	Y	N
25-3011.00	Web browser software	2.E.10.e	Internet browser software	N	N
25-3011.00	Zoom	2.E.16.b	Video conferencing software	Y	N
25-3021.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
25-3021.00	Adobe Dreamweaver	2.E.4.g	Web page creation and editing software	N	N
25-3021.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	N
25-3021.00	Blackboard software	2.E.6.f	Data base user interface and query software	N	N
25-3021.00	Corel Paint Shop Pro	2.E.4.b	Graphics or photo imaging software	N	N
25-3021.00	Educational software	2.E.8.b	Computer based training software	N	N
25-3021.00	Email software	2.E.16.a	Electronic mail software	N	N
25-3021.00	Google Classroom	2.E.1.e	Project management software	N	N
25-3021.00	Hypertext markup language HTML	2.E.7.h	Web platform development software	Y	N
25-3021.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
25-3021.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
25-3021.00	Microsoft Internet Explorer	2.E.10.e	Internet browser software	N	N
25-3021.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
25-3021.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
25-3021.00	Microsoft Windows Movie Maker	2.E.4.c	Video creation and editing software	N	N
25-3021.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-3021.00	Nearpod	2.E.8.e	Multi-media educational software	N	N
25-3021.00	Schoology	2.E.8.b	Computer based training software	N	N
25-3021.00	Video editing software	2.E.4.c	Video creation and editing software	N	N
25-3021.00	Web browser software	2.E.10.e	Internet browser software	N	N
25-3021.00	YouTube	2.E.4.c	Video creation and editing software	N	N
25-3031.00	Common Curriculum	2.E.8.b	Computer based training software	N	N
25-3031.00	EasyCBM	2.E.8.b	Computer based training software	N	N
25-3031.00	Edmodo	2.E.10.b	Desktop communications software	N	N
25-3031.00	Flipgrid	2.E.4.c	Video creation and editing software	N	N
25-3031.00	Google Classroom	2.E.1.e	Project management software	N	N
25-3031.00	Google Meet	2.E.16.b	Video conferencing software	N	N
25-3031.00	Instructure Canvas	2.E.8.b	Computer based training software	N	N
25-3031.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
25-3031.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
25-3031.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
25-3031.00	Moodle	2.E.8.b	Computer based training software	N	N
25-3031.00	Nearpod	2.E.8.e	Multi-media educational software	N	N
25-3031.00	Schoology	2.E.8.b	Computer based training software	N	N
25-3031.00	Seesaw	2.E.8.e	Multi-media educational software	N	N
25-3041.00	Academic educational software	2.E.8.b	Computer based training software	N	N
25-3041.00	Appointment scheduling software	2.E.4.h	Calendar and scheduling software	N	N
25-3041.00	Blackboard software	2.E.6.f	Data base user interface and query software	N	N
25-3041.00	Database software	2.E.6.f	Data base user interface and query software	N	N
25-3041.00	Desmos	2.E.9.d	Analytical or scientific software	N	N
25-3041.00	Edpuzzle	2.E.8.e	Multi-media educational software	N	N
25-3041.00	Email software	2.E.16.a	Electronic mail software	N	N
25-3041.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
25-3041.00	Flipgrid	2.E.4.c	Video creation and editing software	N	N
25-3041.00	Google Classroom	2.E.1.e	Project management software	N	N
25-3041.00	Google Drive	2.E.16.i	Cloud-based data access and sharing software	N	N
25-3041.00	Google Meet	2.E.16.b	Video conferencing software	N	N
25-3041.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
25-3041.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
25-3041.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
25-3041.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-3041.00	Moodle	2.E.8.b	Computer based training software	N	N
25-3041.00	Nearpod	2.E.8.e	Multi-media educational software	N	N
25-3041.00	Redrock Software TutorTrac	2.E.6.f	Data base user interface and query software	N	N
25-3041.00	Schoology	2.E.8.b	Computer based training software	N	N
25-3041.00	Screencastify	2.E.4.c	Video creation and editing software	N	N
25-3041.00	Seesaw	2.E.8.e	Multi-media educational software	N	N
25-3041.00	Web browser software	2.E.10.e	Internet browser software	N	N
25-3041.00	Zoom	2.E.16.b	Video conferencing software	Y	N
25-4011.00	Adlib Information Systems Adlib Archive	2.E.6.f	Data base user interface and query software	N	N
25-4011.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
25-4011.00	Adobe Creative Cloud software	2.E.4.b	Graphics or photo imaging software	Y	N
25-4011.00	Adobe Illustrator	2.E.4.b	Graphics or photo imaging software	Y	N
25-4011.00	Adobe InDesign	2.E.4.k	Desktop publishing software	Y	N
25-4011.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	N
25-4011.00	Adobe Premiere Pro	2.E.4.c	Video creation and editing software	N	N
25-4011.00	Apple Final Cut Pro	2.E.4.c	Video creation and editing software	N	N
25-4011.00	Archivists' Toolkit	2.E.6.f	Data base user interface and query software	N	Y
25-4011.00	Archon	2.E.6.f	Data base user interface and query software	N	N
25-4011.00	Corel Paint Shop Pro	2.E.4.b	Graphics or photo imaging software	N	N
25-4011.00	Database software	2.E.6.f	Data base user interface and query software	N	N
25-4011.00	DiMeMa CONTENTdm	2.E.6.f	Data base user interface and query software	N	N
25-4011.00	Dynamic hypertext markup language DHTML	2.E.7.h	Web platform development software	N	N
25-4011.00	Encoded archival system EAD	2.E.7.b	Development environment software	N	N
25-4011.00	Esri ArcGIS	2.E.8.h	Geographic information system	N	N
25-4011.00	Extensible markup language XML	2.E.7.c	Enterprise application integration software	Y	N
25-4011.00	FileMaker Pro	2.E.6.f	Data base user interface and query software	N	N
25-4011.00	Gallery Systems The Museum System	2.E.6.f	Data base user interface and query software	N	N
25-4011.00	Geographic information system GIS systems	2.E.8.h	Geographic information system	N	N
25-4011.00	Hypertext markup language HTML	2.E.7.h	Web platform development software	Y	N
25-4011.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
25-4011.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
25-4011.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
25-4011.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	Y
25-4011.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
25-4011.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-4011.00	Omeka software	2.E.5.b	Document management software	N	N
25-4011.00	PREMIS	2.E.6.f	Data base user interface and query software	N	N
25-4011.00	Web browser software	2.E.10.e	Internet browser software	N	N
25-4012.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
25-4012.00	Adobe Creative Cloud software	2.E.4.b	Graphics or photo imaging software	Y	N
25-4012.00	Adobe FreeHand MX	2.E.4.b	Graphics or photo imaging software	N	N
25-4012.00	Adobe Illustrator	2.E.4.b	Graphics or photo imaging software	Y	N
25-4012.00	Adobe InDesign	2.E.4.k	Desktop publishing software	Y	N
25-4012.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	N
25-4012.00	Apple macOS	2.E.13.c	Operating system software	Y	N
25-4012.00	Artsystems Collections	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	Autodesk AutoCAD	2.E.9.c	Computer aided design CAD software	Y	N
25-4012.00	Corel WordPerfect Office Suite	2.E.1.k	Office suite software	N	N
25-4012.00	Cuadra Associates STAR/Museums	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	Database software	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	Eloquent Systems Eloquent	2.E.1.e	Project management software	N	N
25-4012.00	Ex Libris Group DigiTool	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	Extensible markup language XML	2.E.7.c	Enterprise application integration software	Y	N
25-4012.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
25-4012.00	FileMaker Pro	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	Gallery Systems EmbARK	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	Gallery Systems The Museum System	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	Graphics software	2.E.4.b	Graphics or photo imaging software	N	N
25-4012.00	KE Software EMu	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	Linux	2.E.13.c	Operating system software	Y	N
25-4012.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
25-4012.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
25-4012.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
25-4012.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	Y
25-4012.00	Microsoft Paint	2.E.4.b	Graphics or photo imaging software	N	N
25-4012.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	Y
25-4012.00	Microsoft Visual Studio	2.E.7.b	Development environment software	Y	N
25-4012.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-4012.00	MINISIS MINT	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	PastPerfect Software PastPerfect	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	Perl	2.E.7.e	Object or component oriented development software	Y	N
25-4012.00	Python	2.E.7.e	Object or component oriented development software	Y	N
25-4012.00	Questor Systems ARGUS	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	R	2.E.7.e	Object or component oriented development software	Y	N
25-4012.00	Re:discovery Software Proficio	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	SAS	2.E.9.d	Analytical or scientific software	Y	N
25-4012.00	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
25-4012.00	Social media sites	2.E.4.g	Web page creation and editing software	N	N
25-4012.00	Structure query language SQL	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	Vernon Systems Limited Vernon CMS	2.E.6.f	Data base user interface and query software	N	N
25-4012.00	Web browser software	2.E.10.e	Internet browser software	N	N
25-4012.00	Willoughby Associates MIMSY XG	2.E.6.f	Data base user interface and query software	N	N
25-4013.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
25-4013.00	Adobe Creative Cloud software	2.E.4.b	Graphics or photo imaging software	Y	N
25-4013.00	Adobe Illustrator	2.E.4.b	Graphics or photo imaging software	Y	N
25-4013.00	Adobe InDesign	2.E.4.k	Desktop publishing software	Y	N
25-4013.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	N
25-4013.00	Autodesk AutoCAD	2.E.9.c	Computer aided design CAD software	Y	N
25-4013.00	Gallery Systems EmbARK	2.E.6.f	Data base user interface and query software	N	N
25-4013.00	Microsoft Active Server Pages ASP	2.E.7.h	Web platform development software	Y	N
25-4013.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
25-4013.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
25-4013.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
25-4013.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
25-4013.00	Microsoft Visual FoxPro	2.E.6.j	Object oriented data base management software	N	N
25-4013.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-4013.00	PastPerfect Software PastPerfect	2.E.6.f	Data base user interface and query software	N	N
25-4013.00	Questor Systems ARGUS	2.E.6.f	Data base user interface and query software	N	N
25-4013.00	Questor Systems QScan32	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
25-4022.00	Adobe After Effects	2.E.4.c	Video creation and editing software	Y	N
25-4022.00	Adobe Creative Cloud software	2.E.4.b	Graphics or photo imaging software	Y	N
25-4022.00	Adobe Dreamweaver	2.E.4.g	Web page creation and editing software	N	N
25-4022.00	Adobe Illustrator	2.E.4.b	Graphics or photo imaging software	Y	N
25-4022.00	Adobe InDesign	2.E.4.k	Desktop publishing software	Y	N
25-4022.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	N
25-4022.00	Adobe Premiere Pro	2.E.4.c	Video creation and editing software	N	N
25-4022.00	Apple Final Cut Pro	2.E.4.c	Video creation and editing software	N	N
25-4022.00	Apple iMovie	2.E.4.c	Video creation and editing software	N	N
25-4022.00	askSam Systems SurfSaver	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	Autodesk AutoCAD	2.E.9.c	Computer aided design CAD software	Y	N
25-4022.00	Blackboard software	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	Blogging software	2.E.4.g	Web page creation and editing software	N	N
25-4022.00	Cascading style sheets CSS	2.E.7.h	Web platform development software	Y	N
25-4022.00	CatchTheWeb	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	CATNYP	2.E.9.h	Library software	N	N
25-4022.00	Classification Web	2.E.6.h	Information retrieval or search software	N	N
25-4022.00	Data visualization software	2.E.9.d	Analytical or scientific software	N	N
25-4022.00	Database software	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	Drupal	2.E.7.h	Web platform development software	N	N
25-4022.00	Dynix Digital Library	2.E.9.h	Library software	N	N
25-4022.00	Electronic Online Systems International EOS.Web	2.E.9.h	Library software	N	N
25-4022.00	Email software	2.E.16.a	Electronic mail software	N	N
25-4022.00	Ex Libris Group Aleph	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	Ex Libris Group Voyager	2.E.9.h	Library software	N	N
25-4022.00	Extensible hypertext markup language XHTML	2.E.7.h	Web platform development software	N	N
25-4022.00	Extensible markup language XML	2.E.7.c	Enterprise application integration software	Y	N
25-4022.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
25-4022.00	FileMaker Pro	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	Google Workspace software	2.E.1.k	Office suite software	Y	N
25-4022.00	Graphics software	2.E.4.b	Graphics or photo imaging software	N	N
25-4022.00	HTTrack	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	Hypertext markup language HTML	2.E.7.h	Web platform development software	Y	N
25-4022.00	Infovision Amlib	2.E.9.h	Library software	N	N
25-4022.00	Inmagic Genie	2.E.9.h	Library software	N	N
25-4022.00	Inmagic TextWorks	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	Innovative Interfaces Millennium	2.E.9.h	Library software	N	N
25-4022.00	JavaScript	2.E.7.h	Web platform development software	Y	N
25-4022.00	Kelowna Software L4U	2.E.9.h	Library software	N	N
25-4022.00	Learning management system LMS	2.E.8.b	Computer based training software	N	N
25-4022.00	LexisNexis	2.E.6.h	Information retrieval or search software	N	N
25-4022.00	Macropool Web Research	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	MC2 Systems Auto Librarian	2.E.9.h	Library software	N	N
25-4022.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
25-4022.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
25-4022.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
25-4022.00	Microsoft Onfolio	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
25-4022.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
25-4022.00	Microsoft Publisher	2.E.4.k	Desktop publishing software	N	N
25-4022.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
25-4022.00	Microsoft Visio	2.E.1.p	Process mapping and design software	Y	N
25-4022.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
25-4022.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-4022.00	National Library of Medicine DOCLINE	2.E.9.h	Library software	N	N
25-4022.00	National Library of Medicine Medline	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	Online Computer Library Center (OCLC) databases	2.E.9.h	Library software	N	N
25-4022.00	Online databases	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	Oracle Java	2.E.7.e	Object or component oriented development software	Y	N
25-4022.00	PHP	2.E.7.h	Web platform development software	Y	N
25-4022.00	PrimaSoft PC Small Library Organizer Pro	2.E.9.h	Library software	N	N
25-4022.00	QuarkXPress	2.E.4.k	Desktop publishing software	N	N
25-4022.00	RCL Software Media Library Manager	2.E.9.h	Library software	N	N
25-4022.00	Really Simple Syndication RSS	2.E.4.g	Web page creation and editing software	N	N
25-4022.00	Saora Keepoint	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	SirsiDynix Symphony	2.E.9.h	Library software	N	N
25-4022.00	SmugMug Flickr	2.E.4.b	Graphics or photo imaging software	N	N
25-4022.00	Social networking software	2.E.4.g	Web page creation and editing software	N	N
25-4022.00	Springshare LibGuides	2.E.7.h	Web platform development software	N	Y
25-4022.00	Standard generalized markup language SGML	2.E.7.b	Development environment software	N	N
25-4022.00	StataCorp Stata	2.E.9.d	Analytical or scientific software	N	N
25-4022.00	Structured query language SQL	2.E.6.f	Data base user interface and query software	Y	N
25-4022.00	Surpass management system software	2.E.9.h	Library software	N	N
25-4022.00	Thomson Reuters Westlaw Edge	2.E.6.h	Information retrieval or search software	N	N
25-4022.00	Thomson Scientific Dialog	2.E.6.f	Data base user interface and query software	N	N
25-4022.00	Web browser software	2.E.10.e	Internet browser software	N	N
25-4022.00	WebClarity Software BookWhere	2.E.9.h	Library software	N	N
25-4022.00	Wiki software	2.E.4.g	Web page creation and editing software	N	N
25-4022.00	WorldCat	2.E.9.h	Library software	N	N
25-4022.00	Zoom	2.E.16.b	Video conferencing software	Y	N
25-4031.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
25-4031.00	Adobe Dreamweaver	2.E.4.g	Web page creation and editing software	N	N
25-4031.00	Adobe Illustrator	2.E.4.b	Graphics or photo imaging software	Y	N
25-4031.00	Adobe InDesign	2.E.4.k	Desktop publishing software	Y	N
25-4031.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	N
25-4031.00	Database software	2.E.6.f	Data base user interface and query software	N	N
25-4031.00	Dynix Digital Library	2.E.9.h	Library software	N	N
25-4031.00	Email software	2.E.16.a	Electronic mail software	N	N
25-4031.00	Ex Libris Group Aleph	2.E.6.f	Data base user interface and query software	N	N
25-4031.00	Ex Libris Group Voyager	2.E.9.h	Library software	N	N
25-4031.00	FileMaker Pro	2.E.6.f	Data base user interface and query software	N	N
25-4031.00	HandyFile Find and Replace Text Aid Kit	2.E.4.d	Word processing software	N	N
25-4031.00	Inmagic TextWorks	2.E.6.f	Data base user interface and query software	N	N
25-4031.00	Innovative Interfaces Millennium	2.E.9.h	Library software	N	N
25-4031.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
25-4031.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
25-4031.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
25-4031.00	Microsoft Outlook	2.E.4.d	Word processing software	Y	N
25-4031.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
25-4031.00	Microsoft Publisher	2.E.4.k	Desktop publishing software	N	N
25-4031.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
25-4031.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-4031.00	National Library of Medicine DOCLINE	2.E.9.h	Library software	N	N
25-4031.00	National Library of Medicine Medline	2.E.6.f	Data base user interface and query software	N	N
25-4031.00	Online Computer Library Center (OCLC) databases	2.E.9.h	Library software	N	N
25-4031.00	SirsiDynix Symphony	2.E.9.h	Library software	N	N
25-4031.00	Web browser software	2.E.10.e	Internet browser software	N	N
25-4031.00	WebClarity Software BookWhere	2.E.9.h	Library software	N	N
25-4031.00	WorldCat	2.E.9.h	Library software	N	N
25-9021.00	Adobe Experience Manager (AEM)	2.E.4.g	Web page creation and editing software	N	N
25-9021.00	ESRI ArcGIS software	2.E.8.h	Geographic information system	Y	N
25-9021.00	Geographic information system GIS software	2.E.8.h	Geographic information system	N	N
25-9021.00	Image editing software	2.E.4.b	Graphics or photo imaging software	N	N
25-9021.00	Kahoot!	2.E.8.e	Multi-media educational software	N	N
25-9021.00	Microsoft Dynamics	2.E.2.b	Enterprise resource planning ERP software	N	N
25-9021.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
25-9021.00	Microsoft Internet Explorer	2.E.10.e	Internet browser software	N	N
25-9021.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
25-9021.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
25-9021.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
25-9021.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
25-9021.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-9021.00	Order management software	2.E.1.b	Procurement software	N	N
25-9021.00	SAP software	2.E.2.b	Enterprise resource planning ERP software	Y	N
25-9021.00	ServiceNow	2.E.6.f	Data base user interface and query software	Y	N
25-9021.00	Web browser software	2.E.10.e	Internet browser software	N	N
25-9031.00	Adobe Acrobat	2.E.5.b	Document management software	Y	N
25-9031.00	Adobe ActionScript	2.E.7.b	Development environment software	N	N
25-9031.00	Adobe After Effects	2.E.4.c	Video creation and editing software	Y	N
25-9031.00	Adobe Captivate	2.E.8.b	Computer based training software	N	N
25-9031.00	Adobe Connect	2.E.16.c	Network conferencing software	N	N
25-9031.00	Adobe Creative Cloud software	2.E.4.b	Graphics or photo imaging software	Y	N
25-9031.00	Adobe Dreamweaver	2.E.4.g	Web page creation and editing software	N	N
25-9031.00	Adobe eLearning Suite	2.E.8.b	Computer based training software	N	N
25-9031.00	Adobe FrameMaker	2.E.4.k	Desktop publishing software	N	N
25-9031.00	Adobe Illustrator	2.E.4.b	Graphics or photo imaging software	Y	N
25-9031.00	Adobe InDesign	2.E.4.k	Desktop publishing software	Y	N
25-9031.00	Adobe Photoshop	2.E.4.b	Graphics or photo imaging software	Y	N
25-9031.00	Adobe Premiere Pro	2.E.4.c	Video creation and editing software	N	N
25-9031.00	Adobe Presenter	2.E.4.f	Presentation software	N	N
25-9031.00	Adobe RoboHelp	2.E.7.d	Graphical user interface development software	N	N
25-9031.00	Apple Final Cut Pro	2.E.4.c	Video creation and editing software	N	N
25-9031.00	Apple QuickTime	2.E.4.c	Video creation and editing software	N	N
25-9031.00	Articulate 360	2.E.8.b	Computer based training software	N	N
25-9031.00	Articulate Rapid E-Learning Studio	2.E.8.b	Computer based training software	N	N
25-9031.00	Articulate Storyline	2.E.8.b	Computer based training software	N	Y
25-9031.00	Audacity	2.E.3.b	Music or sound editing software	N	N
25-9031.00	Avid Technology Pinnacle Studio	2.E.4.c	Video creation and editing software	N	N
25-9031.00	Blackboard Learn	2.E.8.b	Computer based training software	N	N
25-9031.00	Blackboard software	2.E.6.f	Data base user interface and query software	N	N
25-9031.00	Cascading style sheets CSS	2.E.7.h	Web platform development software	Y	N
25-9031.00	Common Curriculum	2.E.8.b	Computer based training software	N	N
25-9031.00	Corel WordPerfect Office Suite	2.E.1.k	Office suite software	N	N
25-9031.00	Cornerstone OnDemand Cornerstone Learning	2.E.8.b	Computer based training software	N	N
25-9031.00	Desire2Learn LMS software	2.E.8.b	Computer based training software	N	N
25-9031.00	Drupal	2.E.7.h	Web platform development software	N	N
25-9031.00	Dynamic hypertext markup language DHTML	2.E.7.h	Web platform development software	N	N
25-9031.00	EasyCBM	2.E.8.b	Computer based training software	N	N
25-9031.00	Edmodo	2.E.10.b	Desktop communications software	N	N
25-9031.00	Edpuzzle	2.E.8.e	Multi-media educational software	N	N
25-9031.00	Elucidat	2.E.4.b	Graphics or photo imaging software	N	N
25-9031.00	Email software	2.E.16.a	Electronic mail software	N	N
25-9031.00	etouches	2.E.1.e	Project management software	N	N
25-9031.00	Extensible hypertext markup language XHTML	2.E.7.h	Web platform development software	N	N
25-9031.00	Extensible markup language XML	2.E.7.c	Enterprise application integration software	Y	N
25-9031.00	Flipgrid	2.E.4.c	Video creation and editing software	N	N
25-9031.00	Google Classroom	2.E.1.e	Project management software	N	N
25-9031.00	Human resource management software HRMS	2.E.1.c	Human resources software	N	N
25-9031.00	Hypertext markup language HTML	2.E.7.h	Web platform development software	Y	N
25-9031.00	IBM Lotus 1-2-3	2.E.4.i	Spreadsheet software	N	N
25-9031.00	Instructure Canvas	2.E.8.b	Computer based training software	N	N
25-9031.00	IXL Learning Quia Web	2.E.4.g	Web page creation and editing software	N	N
25-9031.00	JavaScript	2.E.7.h	Web platform development software	Y	N
25-9031.00	Kahoot!	2.E.8.e	Multi-media educational software	N	N
25-9031.00	Learning management system LMS	2.E.8.b	Computer based training software	N	Y
25-9031.00	Learning Technology Research Institute GLO Maker	2.E.8.b	Computer based training software	N	N
25-9031.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
25-9031.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
25-9031.00	Microsoft Office FrontPage	2.E.4.g	Web page creation and editing software	N	N
25-9031.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
25-9031.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	Y
25-9031.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	Y
25-9031.00	Microsoft Project	2.E.1.e	Project management software	Y	N
25-9031.00	Microsoft Publisher	2.E.4.k	Desktop publishing software	N	N
25-9031.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
25-9031.00	Microsoft SharePoint Server	2.E.5.b	Document management software	N	N
25-9031.00	Microsoft Visio	2.E.1.p	Process mapping and design software	Y	N
25-9031.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
25-9031.00	Moodle	2.E.8.b	Computer based training software	N	N
25-9031.00	Nvu	2.E.4.g	Web page creation and editing software	N	N
25-9031.00	Oracle Java	2.E.7.e	Object or component oriented development software	Y	N
25-9031.00	Oracle PL/SQL	2.E.6.d	Data base management system software	Y	N
25-9031.00	Performance Technology Associates DocuTools	2.E.4.k	Desktop publishing software	N	N
25-9031.00	Poll Everywhere	2.E.4.f	Presentation software	N	N
25-9031.00	Quizlet	2.E.8.b	Computer based training software	N	N
25-9031.00	Schoology	2.E.8.b	Computer based training software	N	N
25-9031.00	Screencast-O-Matic	2.E.4.c	Video creation and editing software	N	N
25-9031.00	SeaMonkey	2.E.4.g	Web page creation and editing software	N	N
25-9031.00	Seesaw	2.E.8.e	Multi-media educational software	N	N
25-9031.00	SmartDraw VP	2.E.4.e	Charting software	N	N
25-9031.00	SoftChalk LessonBuilder	2.E.8.b	Computer based training software	N	N
25-9031.00	Sony Sound Forge	2.E.3.b	Music or sound editing software	N	N
25-9031.00	Structured query language SQL	2.E.6.f	Data base user interface and query software	Y	N
25-9031.00	Suddenly Smart SmartBuilder	2.E.8.b	Computer based training software	N	N
