O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
27-4015.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
27-4015.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
27-4015.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
27-4021.00	1.B.1.a	Realistic	OI	5.54	02/2026	Machine Learning/Expert
27-4021.00	1.B.1.b	Investigative	OI	2.18	02/2026	Machine Learning/Expert
27-4021.00	1.B.1.c	Artistic	OI	5.28	02/2026	Machine Learning/Expert
27-4021.00	1.B.1.d	Social	OI	1.94	02/2026	Machine Learning/Expert
27-4021.00	1.B.1.e	Enterprising	OI	2.28	02/2026	Machine Learning/Expert
27-4021.00	1.B.1.f	Conventional	OI	3.35	02/2026	Machine Learning/Expert
27-4021.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
27-4021.00	1.B.1.h	Second Interest High-Point	IH	3.00	02/2026	Machine Learning/Expert
27-4021.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
27-4031.00	1.B.1.a	Realistic	OI	4.89	02/2026	Machine Learning/Expert
27-4031.00	1.B.1.b	Investigative	OI	2.00	02/2026	Machine Learning/Expert
27-4031.00	1.B.1.c	Artistic	OI	5.04	02/2026	Machine Learning/Expert
27-4031.00	1.B.1.d	Social	OI	1.80	02/2026	Machine Learning/Expert
27-4031.00	1.B.1.e	Enterprising	OI	2.28	02/2026	Machine Learning/Expert
27-4031.00	1.B.1.f	Conventional	OI	3.65	02/2026	Machine Learning/Expert
27-4031.00	1.B.1.g	First Interest High-Point	IH	3.00	02/2026	Machine Learning/Expert
27-4031.00	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
27-4031.00	1.B.1.i	Third Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
27-4032.00	1.B.1.a	Realistic	OI	3.14	02/2026	Machine Learning/Expert
27-4032.00	1.B.1.b	Investigative	OI	1.91	02/2026	Machine Learning/Expert
27-4032.00	1.B.1.c	Artistic	OI	5.61	02/2026	Machine Learning/Expert
27-4032.00	1.B.1.d	Social	OI	1.96	02/2026	Machine Learning/Expert
27-4032.00	1.B.1.e	Enterprising	OI	3.08	02/2026	Machine Learning/Expert
27-4032.00	1.B.1.f	Conventional	OI	3.75	02/2026	Machine Learning/Expert
27-4032.00	1.B.1.g	First Interest High-Point	IH	3.00	02/2026	Machine Learning/Expert
27-4032.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
27-4032.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
29-1011.00	1.B.1.a	Realistic	OI	5.53	02/2026	Machine Learning/Expert
29-1011.00	1.B.1.b	Investigative	OI	4.77	02/2026	Machine Learning/Expert
29-1011.00	1.B.1.c	Artistic	OI	1.34	02/2026	Machine Learning/Expert
29-1011.00	1.B.1.d	Social	OI	5.56	02/2026	Machine Learning/Expert
29-1011.00	1.B.1.e	Enterprising	OI	2.13	02/2026	Machine Learning/Expert
29-1011.00	1.B.1.f	Conventional	OI	3.55	02/2026	Machine Learning/Expert
29-1011.00	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1011.00	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1011.00	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1021.00	1.B.1.a	Realistic	OI	5.23	02/2026	Machine Learning/Expert
29-1021.00	1.B.1.b	Investigative	OI	5.48	02/2026	Machine Learning/Expert
29-1021.00	1.B.1.c	Artistic	OI	1.17	02/2026	Machine Learning/Expert
29-1021.00	1.B.1.d	Social	OI	4.41	02/2026	Machine Learning/Expert
29-1021.00	1.B.1.e	Enterprising	OI	2.00	02/2026	Machine Learning/Expert
29-1021.00	1.B.1.f	Conventional	OI	3.71	02/2026	Machine Learning/Expert
29-1021.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1021.00	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1021.00	1.B.1.i	Third Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1022.00	1.B.1.a	Realistic	OI	5.75	02/2026	Machine Learning/Expert
29-1022.00	1.B.1.b	Investigative	OI	5.84	02/2026	Machine Learning/Expert
29-1022.00	1.B.1.c	Artistic	OI	1.17	02/2026	Machine Learning/Expert
29-1022.00	1.B.1.d	Social	OI	4.47	02/2026	Machine Learning/Expert
29-1022.00	1.B.1.e	Enterprising	OI	2.17	02/2026	Machine Learning/Expert
29-1022.00	1.B.1.f	Conventional	OI	3.60	02/2026	Machine Learning/Expert
29-1022.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1022.00	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1022.00	1.B.1.i	Third Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1023.00	1.B.1.a	Realistic	OI	5.60	02/2026	Machine Learning/Expert
29-1023.00	1.B.1.b	Investigative	OI	5.72	02/2026	Machine Learning/Expert
29-1023.00	1.B.1.c	Artistic	OI	1.57	02/2026	Machine Learning/Expert
29-1023.00	1.B.1.d	Social	OI	4.01	02/2026	Machine Learning/Expert
29-1023.00	1.B.1.e	Enterprising	OI	1.45	02/2026	Machine Learning/Expert
29-1023.00	1.B.1.f	Conventional	OI	4.58	02/2026	Machine Learning/Expert
29-1023.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1023.00	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1023.00	1.B.1.i	Third Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
29-1024.00	1.B.1.a	Realistic	OI	6.17	02/2026	Machine Learning/Expert
29-1024.00	1.B.1.b	Investigative	OI	5.54	02/2026	Machine Learning/Expert
29-1024.00	1.B.1.c	Artistic	OI	1.78	02/2026	Machine Learning/Expert
29-1024.00	1.B.1.d	Social	OI	4.59	02/2026	Machine Learning/Expert
29-1024.00	1.B.1.e	Enterprising	OI	1.43	02/2026	Machine Learning/Expert
29-1024.00	1.B.1.f	Conventional	OI	3.22	02/2026	Machine Learning/Expert
29-1024.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1024.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1024.00	1.B.1.i	Third Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1031.00	1.B.1.a	Realistic	OI	3.03	02/2026	Machine Learning/Expert
29-1031.00	1.B.1.b	Investigative	OI	4.80	02/2026	Machine Learning/Expert
29-1031.00	1.B.1.c	Artistic	OI	2.40	02/2026	Machine Learning/Expert
29-1031.00	1.B.1.d	Social	OI	5.50	02/2026	Machine Learning/Expert
29-1031.00	1.B.1.e	Enterprising	OI	3.42	02/2026	Machine Learning/Expert
29-1031.00	1.B.1.f	Conventional	OI	3.35	02/2026	Machine Learning/Expert
29-1031.00	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1031.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1031.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
29-1041.00	1.B.1.a	Realistic	OI	4.80	02/2026	Machine Learning/Expert
29-1041.00	1.B.1.b	Investigative	OI	5.78	02/2026	Machine Learning/Expert
29-1041.00	1.B.1.c	Artistic	OI	1.60	02/2026	Machine Learning/Expert
29-1041.00	1.B.1.d	Social	OI	5.02	02/2026	Machine Learning/Expert
29-1041.00	1.B.1.e	Enterprising	OI	2.27	02/2026	Machine Learning/Expert
29-1041.00	1.B.1.f	Conventional	OI	3.92	02/2026	Machine Learning/Expert
29-1041.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1041.00	1.B.1.h	Second Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1041.00	1.B.1.i	Third Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1051.00	1.B.1.a	Realistic	OI	2.82	02/2026	Machine Learning/Expert
29-1051.00	1.B.1.b	Investigative	OI	5.67	02/2026	Machine Learning/Expert
29-1051.00	1.B.1.c	Artistic	OI	1.48	02/2026	Machine Learning/Expert
29-1051.00	1.B.1.d	Social	OI	4.88	02/2026	Machine Learning/Expert
29-1051.00	1.B.1.e	Enterprising	OI	2.62	02/2026	Machine Learning/Expert
29-1051.00	1.B.1.f	Conventional	OI	4.56	02/2026	Machine Learning/Expert
29-1051.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1051.00	1.B.1.h	Second Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1051.00	1.B.1.i	Third Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
29-1071.00	1.B.1.a	Realistic	OI	4.00	02/2026	Machine Learning/Expert
29-1071.00	1.B.1.b	Investigative	OI	4.94	02/2026	Machine Learning/Expert
29-1071.00	1.B.1.c	Artistic	OI	1.16	02/2026	Machine Learning/Expert
29-1071.00	1.B.1.d	Social	OI	5.89	02/2026	Machine Learning/Expert
29-1071.00	1.B.1.e	Enterprising	OI	1.98	02/2026	Machine Learning/Expert
29-1071.00	1.B.1.f	Conventional	OI	4.46	02/2026	Machine Learning/Expert
29-1071.00	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1071.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1071.00	1.B.1.i	Third Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
29-1071.01	1.B.1.a	Realistic	OI	4.40	02/2026	Machine Learning/Expert
29-1071.01	1.B.1.b	Investigative	OI	4.62	02/2026	Machine Learning/Expert
29-1071.01	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
29-1071.01	1.B.1.d	Social	OI	4.90	02/2026	Machine Learning/Expert
29-1071.01	1.B.1.e	Enterprising	OI	1.89	02/2026	Machine Learning/Expert
29-1071.01	1.B.1.f	Conventional	OI	5.10	02/2026	Machine Learning/Expert
29-1071.01	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
29-1071.01	1.B.1.h	Second Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1071.01	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1081.00	1.B.1.a	Realistic	OI	5.29	02/2026	Machine Learning/Expert
29-1081.00	1.B.1.b	Investigative	OI	5.77	02/2026	Machine Learning/Expert
29-1081.00	1.B.1.c	Artistic	OI	1.72	02/2026	Machine Learning/Expert
29-1081.00	1.B.1.d	Social	OI	4.94	02/2026	Machine Learning/Expert
29-1081.00	1.B.1.e	Enterprising	OI	2.14	02/2026	Machine Learning/Expert
29-1081.00	1.B.1.f	Conventional	OI	3.27	02/2026	Machine Learning/Expert
29-1081.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1081.00	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1081.00	1.B.1.i	Third Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1122.00	1.B.1.a	Realistic	OI	3.57	02/2026	Machine Learning/Expert
29-1122.00	1.B.1.b	Investigative	OI	4.23	02/2026	Machine Learning/Expert
29-1122.00	1.B.1.c	Artistic	OI	3.07	02/2026	Machine Learning/Expert
29-1122.00	1.B.1.d	Social	OI	6.08	02/2026	Machine Learning/Expert
29-1122.00	1.B.1.e	Enterprising	OI	1.83	02/2026	Machine Learning/Expert
29-1122.00	1.B.1.f	Conventional	OI	3.12	02/2026	Machine Learning/Expert
29-1122.00	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1122.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1122.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
29-1122.01	1.B.1.a	Realistic	OI	3.93	02/2026	Machine Learning/Expert
29-1122.01	1.B.1.b	Investigative	OI	3.89	02/2026	Machine Learning/Expert
29-1122.01	1.B.1.c	Artistic	OI	3.20	02/2026	Machine Learning/Expert
29-1122.01	1.B.1.d	Social	OI	6.52	02/2026	Machine Learning/Expert
29-1122.01	1.B.1.e	Enterprising	OI	2.12	02/2026	Machine Learning/Expert
29-1122.01	1.B.1.f	Conventional	OI	2.83	02/2026	Machine Learning/Expert
29-1122.01	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1122.01	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1122.01	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1123.00	1.B.1.a	Realistic	OI	4.33	02/2026	Machine Learning/Expert
29-1123.00	1.B.1.b	Investigative	OI	4.87	02/2026	Machine Learning/Expert
29-1123.00	1.B.1.c	Artistic	OI	2.17	02/2026	Machine Learning/Expert
29-1123.00	1.B.1.d	Social	OI	5.91	02/2026	Machine Learning/Expert
29-1123.00	1.B.1.e	Enterprising	OI	2.49	02/2026	Machine Learning/Expert
29-1123.00	1.B.1.f	Conventional	OI	3.07	02/2026	Machine Learning/Expert
29-1123.00	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1123.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1123.00	1.B.1.i	Third Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1124.00	1.B.1.a	Realistic	OI	4.96	02/2026	Machine Learning/Expert
29-1124.00	1.B.1.b	Investigative	OI	4.64	02/2026	Machine Learning/Expert
29-1124.00	1.B.1.c	Artistic	OI	1.24	02/2026	Machine Learning/Expert
29-1124.00	1.B.1.d	Social	OI	4.77	02/2026	Machine Learning/Expert
29-1124.00	1.B.1.e	Enterprising	OI	1.72	02/2026	Machine Learning/Expert
29-1124.00	1.B.1.f	Conventional	OI	4.48	02/2026	Machine Learning/Expert
29-1124.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1124.00	1.B.1.h	Second Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1124.00	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1125.00	1.B.1.a	Realistic	OI	3.69	02/2026	Machine Learning/Expert
29-1125.00	1.B.1.b	Investigative	OI	4.32	02/2026	Machine Learning/Expert
29-1125.00	1.B.1.c	Artistic	OI	2.87	02/2026	Machine Learning/Expert
29-1125.00	1.B.1.d	Social	OI	6.82	02/2026	Machine Learning/Expert
29-1125.00	1.B.1.e	Enterprising	OI	2.51	02/2026	Machine Learning/Expert
29-1125.00	1.B.1.f	Conventional	OI	2.67	02/2026	Machine Learning/Expert
29-1125.00	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1125.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1125.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
29-1126.00	1.B.1.a	Realistic	OI	5.03	02/2026	Machine Learning/Expert
29-1126.00	1.B.1.b	Investigative	OI	4.73	02/2026	Machine Learning/Expert
29-1126.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
29-1126.00	1.B.1.d	Social	OI	4.88	02/2026	Machine Learning/Expert
29-1126.00	1.B.1.e	Enterprising	OI	1.68	02/2026	Machine Learning/Expert
29-1126.00	1.B.1.f	Conventional	OI	3.93	02/2026	Machine Learning/Expert
29-1126.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1126.00	1.B.1.h	Second Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1126.00	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1127.00	1.B.1.a	Realistic	OI	2.62	02/2026	Machine Learning/Expert
29-1127.00	1.B.1.b	Investigative	OI	5.57	02/2026	Machine Learning/Expert
29-1127.00	1.B.1.c	Artistic	OI	3.00	02/2026	Machine Learning/Expert
29-1127.00	1.B.1.d	Social	OI	6.09	02/2026	Machine Learning/Expert
29-1127.00	1.B.1.e	Enterprising	OI	1.44	02/2026	Machine Learning/Expert
29-1127.00	1.B.1.f	Conventional	OI	4.03	02/2026	Machine Learning/Expert
29-1127.00	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1127.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1127.00	1.B.1.i	Third Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
29-1128.00	1.B.1.a	Realistic	OI	5.26	02/2026	Machine Learning/Expert
29-1128.00	1.B.1.b	Investigative	OI	4.92	02/2026	Machine Learning/Expert
29-1128.00	1.B.1.c	Artistic	OI	1.49	02/2026	Machine Learning/Expert
29-1128.00	1.B.1.d	Social	OI	4.74	02/2026	Machine Learning/Expert
29-1128.00	1.B.1.e	Enterprising	OI	2.99	02/2026	Machine Learning/Expert
29-1128.00	1.B.1.f	Conventional	OI	3.75	02/2026	Machine Learning/Expert
29-1128.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1128.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1128.00	1.B.1.i	Third Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1129.01	1.B.1.a	Realistic	OI	2.99	02/2026	Machine Learning/Expert
29-1129.01	1.B.1.b	Investigative	OI	3.67	02/2026	Machine Learning/Expert
29-1129.01	1.B.1.c	Artistic	OI	5.49	02/2026	Machine Learning/Expert
29-1129.01	1.B.1.d	Social	OI	5.64	02/2026	Machine Learning/Expert
29-1129.01	1.B.1.e	Enterprising	OI	2.32	02/2026	Machine Learning/Expert
29-1129.01	1.B.1.f	Conventional	OI	2.86	02/2026	Machine Learning/Expert
29-1129.01	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1129.01	1.B.1.h	Second Interest High-Point	IH	3.00	02/2026	Machine Learning/Expert
29-1129.01	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
29-1129.02	1.B.1.a	Realistic	OI	2.36	02/2026	Machine Learning/Expert
29-1129.02	1.B.1.b	Investigative	OI	4.18	02/2026	Machine Learning/Expert
29-1129.02	1.B.1.c	Artistic	OI	4.76	02/2026	Machine Learning/Expert
29-1129.02	1.B.1.d	Social	OI	5.23	02/2026	Machine Learning/Expert
29-1129.02	1.B.1.e	Enterprising	OI	2.51	02/2026	Machine Learning/Expert
29-1129.02	1.B.1.f	Conventional	OI	3.15	02/2026	Machine Learning/Expert
29-1129.02	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1129.02	1.B.1.h	Second Interest High-Point	IH	3.00	02/2026	Machine Learning/Expert
29-1129.02	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1131.00	1.B.1.a	Realistic	OI	5.98	02/2026	Machine Learning/Expert
29-1131.00	1.B.1.b	Investigative	OI	5.98	02/2026	Machine Learning/Expert
29-1131.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
29-1131.00	1.B.1.d	Social	OI	3.45	02/2026	Machine Learning/Expert
29-1131.00	1.B.1.e	Enterprising	OI	1.70	02/2026	Machine Learning/Expert
29-1131.00	1.B.1.f	Conventional	OI	3.47	02/2026	Machine Learning/Expert
29-1131.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1131.00	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1131.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
29-1141.00	1.B.1.a	Realistic	OI	3.46	02/2026	Machine Learning/Expert
29-1141.00	1.B.1.b	Investigative	OI	4.71	02/2026	Machine Learning/Expert
29-1141.00	1.B.1.c	Artistic	OI	1.34	02/2026	Machine Learning/Expert
29-1141.00	1.B.1.d	Social	OI	5.57	02/2026	Machine Learning/Expert
29-1141.00	1.B.1.e	Enterprising	OI	2.38	02/2026	Machine Learning/Expert
29-1141.00	1.B.1.f	Conventional	OI	4.75	02/2026	Machine Learning/Expert
29-1141.00	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1141.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
29-1141.00	1.B.1.i	Third Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1141.01	1.B.1.a	Realistic	OI	3.70	02/2026	Machine Learning/Expert
29-1141.01	1.B.1.b	Investigative	OI	5.66	02/2026	Machine Learning/Expert
29-1141.01	1.B.1.c	Artistic	OI	1.75	02/2026	Machine Learning/Expert
29-1141.01	1.B.1.d	Social	OI	5.80	02/2026	Machine Learning/Expert
29-1141.01	1.B.1.e	Enterprising	OI	1.76	02/2026	Machine Learning/Expert
29-1141.01	1.B.1.f	Conventional	OI	3.32	02/2026	Machine Learning/Expert
29-1141.01	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1141.01	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1141.01	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
29-1141.02	1.B.1.a	Realistic	OI	2.59	02/2026	Machine Learning/Expert
29-1141.02	1.B.1.b	Investigative	OI	5.90	02/2026	Machine Learning/Expert
29-1141.02	1.B.1.c	Artistic	OI	2.82	02/2026	Machine Learning/Expert
29-1141.02	1.B.1.d	Social	OI	6.07	02/2026	Machine Learning/Expert
29-1141.02	1.B.1.e	Enterprising	OI	2.04	02/2026	Machine Learning/Expert
29-1141.02	1.B.1.f	Conventional	OI	3.35	02/2026	Machine Learning/Expert
29-1141.02	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1141.02	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1141.02	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
29-1141.03	1.B.1.a	Realistic	OI	3.91	02/2026	Machine Learning/Expert
29-1141.03	1.B.1.b	Investigative	OI	5.02	02/2026	Machine Learning/Expert
29-1141.03	1.B.1.c	Artistic	OI	1.70	02/2026	Machine Learning/Expert
29-1141.03	1.B.1.d	Social	OI	5.56	02/2026	Machine Learning/Expert
29-1141.03	1.B.1.e	Enterprising	OI	2.20	02/2026	Machine Learning/Expert
29-1141.03	1.B.1.f	Conventional	OI	4.23	02/2026	Machine Learning/Expert
29-1141.03	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1141.03	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1141.03	1.B.1.i	Third Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
29-1141.04	1.B.1.a	Realistic	OI	2.34	02/2026	Machine Learning/Expert
29-1141.04	1.B.1.b	Investigative	OI	4.86	02/2026	Machine Learning/Expert
29-1141.04	1.B.1.c	Artistic	OI	1.81	02/2026	Machine Learning/Expert
29-1141.04	1.B.1.d	Social	OI	6.23	02/2026	Machine Learning/Expert
29-1141.04	1.B.1.e	Enterprising	OI	3.69	02/2026	Machine Learning/Expert
29-1141.04	1.B.1.f	Conventional	OI	4.04	02/2026	Machine Learning/Expert
29-1141.04	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1141.04	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1141.04	1.B.1.i	Third Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
29-1151.00	1.B.1.a	Realistic	OI	4.78	02/2026	Machine Learning/Expert
29-1151.00	1.B.1.b	Investigative	OI	5.06	02/2026	Machine Learning/Expert
29-1151.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
29-1151.00	1.B.1.d	Social	OI	5.35	02/2026	Machine Learning/Expert
29-1151.00	1.B.1.e	Enterprising	OI	1.96	02/2026	Machine Learning/Expert
29-1151.00	1.B.1.f	Conventional	OI	4.15	02/2026	Machine Learning/Expert
29-1151.00	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1151.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1151.00	1.B.1.i	Third Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
29-1161.00	1.B.1.a	Realistic	OI	3.24	02/2026	Machine Learning/Expert
29-1161.00	1.B.1.b	Investigative	OI	4.25	02/2026	Machine Learning/Expert
29-1161.00	1.B.1.c	Artistic	OI	1.94	02/2026	Machine Learning/Expert
29-1161.00	1.B.1.d	Social	OI	5.96	02/2026	Machine Learning/Expert
29-1161.00	1.B.1.e	Enterprising	OI	2.97	02/2026	Machine Learning/Expert
29-1161.00	1.B.1.f	Conventional	OI	3.40	02/2026	Machine Learning/Expert
29-1161.00	1.B.1.g	First Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1161.00	1.B.1.h	Second Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1161.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
29-1171.00	1.B.1.a	Realistic	OI	3.56	02/2026	Machine Learning/Expert
29-1171.00	1.B.1.b	Investigative	OI	5.54	02/2026	Machine Learning/Expert
29-1171.00	1.B.1.c	Artistic	OI	1.38	02/2026	Machine Learning/Expert
29-1171.00	1.B.1.d	Social	OI	5.52	02/2026	Machine Learning/Expert
29-1171.00	1.B.1.e	Enterprising	OI	2.07	02/2026	Machine Learning/Expert
29-1171.00	1.B.1.f	Conventional	OI	4.06	02/2026	Machine Learning/Expert
29-1171.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1171.00	1.B.1.h	Second Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1171.00	1.B.1.i	Third Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
29-1181.00	1.B.1.a	Realistic	OI	3.98	02/2026	Machine Learning/Expert
29-1181.00	1.B.1.b	Investigative	OI	5.93	02/2026	Machine Learning/Expert
29-1181.00	1.B.1.c	Artistic	OI	2.18	02/2026	Machine Learning/Expert
29-1181.00	1.B.1.d	Social	OI	5.92	02/2026	Machine Learning/Expert
29-1181.00	1.B.1.e	Enterprising	OI	1.81	02/2026	Machine Learning/Expert
29-1181.00	1.B.1.f	Conventional	OI	3.97	02/2026	Machine Learning/Expert
29-1181.00	1.B.1.g	First Interest High-Point	IH	2.00	02/2026	Machine Learning/Expert
29-1181.00	1.B.1.h	Second Interest High-Point	IH	4.00	02/2026	Machine Learning/Expert
29-1181.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
29-1211.00	1.B.1.a	Realistic	OI	5.18	02/2026	Machine Learning/Expert
29-1211.00	1.B.1.b	Investigative	OI	5.73	02/2026	Machine Learning/Expert
29-1211.00	1.B.1.c	Artistic	OI	1.17	02/2026	Machine Learning/Expert
29-1211.00	1.B.1.d	Social	OI	5.25	02/2026	Machine Learning/Expert
29-1211.00	1.B.1.e	Enterprising	OI	2.50	02/2026	Machine Learning/Expert
