"Area","AreaName","StateAb","State","CountyTownName"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Jefferson County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Johnson County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Kearney County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Keith County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Lincoln County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Logan County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","McPherson County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Nemaha County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Nuckolls County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Otoe County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Pawnee County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Perkins County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Phelps County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Red Willow County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Richardson County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Saline County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Sherman County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Thayer County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Thomas County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Valley County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","Webster County"
"3100006","South Nebraska nonmetropolitan area","NE","Nebraska","York County"
"31020","Longview-Kelso, WA","WA","Washington","Cowlitz County"
"31080","Los Angeles-Long Beach-Anaheim, CA","CA","California","Los Angeles County"
"31080","Los Angeles-Long Beach-Anaheim, CA","CA","California","Orange County"
"31140","Louisville/Jefferson County, KY-IN","IN","Indiana","Clark County"
"31140","Louisville/Jefferson County, KY-IN","IN","Indiana","Floyd County"
"31140","Louisville/Jefferson County, KY-IN","IN","Indiana","Harrison County"
"31140","Louisville/Jefferson County, KY-IN","IN","Indiana","Washington County"
"31140","Louisville/Jefferson County, KY-IN","KY","Kentucky","Bullitt County"
"31140","Louisville/Jefferson County, KY-IN","KY","Kentucky","Henry County"
"31140","Louisville/Jefferson County, KY-IN","KY","Kentucky","Jefferson County"
"31140","Louisville/Jefferson County, KY-IN","KY","Kentucky","Meade County"
"31140","Louisville/Jefferson County, KY-IN","KY","Kentucky","Nelson County"
"31140","Louisville/Jefferson County, KY-IN","KY","Kentucky","Oldham County"
"31140","Louisville/Jefferson County, KY-IN","KY","Kentucky","Shelby County"
"31140","Louisville/Jefferson County, KY-IN","KY","Kentucky","Spencer County"
"31180","Lubbock, TX","TX","Texas","Cochran County"
"31180","Lubbock, TX","TX","Texas","Crosby County"
"31180","Lubbock, TX","TX","Texas","Garza County"
"31180","Lubbock, TX","TX","Texas","Hockley County"
"31180","Lubbock, TX","TX","Texas","Lubbock County"
"31180","Lubbock, TX","TX","Texas","Lynn County"
"31340","Lynchburg, VA","VA","Virginia","Amherst County"
"31340","Lynchburg, VA","VA","Virginia","Appomattox County"
"31340","Lynchburg, VA","VA","Virginia","Bedford County"
"31340","Lynchburg, VA","VA","Virginia","Campbell County"
"31340","Lynchburg, VA","VA","Virginia","Lynchburg city"
"31420","Macon-Bibb County, GA","GA","Georgia","Bibb County"
"31420","Macon-Bibb County, GA","GA","Georgia","Crawford County"
"31420","Macon-Bibb County, GA","GA","Georgia","Jones County"
"31420","Macon-Bibb County, GA","GA","Georgia","Monroe County"
"31420","Macon-Bibb County, GA","GA","Georgia","Twiggs County"
"31540","Madison, WI","WI","Wisconsin","Columbia County"
"31540","Madison, WI","WI","Wisconsin","Dane County"
"31540","Madison, WI","WI","Wisconsin","Green County"
"31540","Madison, WI","WI","Wisconsin","Iowa County"
"31700","Manchester-Nashua, NH","NH","New Hampshire","Hillsborough County"
"31740","Manhattan, KS","KS","Kansas","Geary County"
"31740","Manhattan, KS","KS","Kansas","Pottawatomie County"
"31740","Manhattan, KS","KS","Kansas","Riley County"
"31860","Mankato, MN","MN","Minnesota","Blue Earth County"
"31860","Mankato, MN","MN","Minnesota","Nicollet County"
"31900","Mansfield, OH","OH","Ohio","Richland County"
"3200006","Balance of Nevada nonmetropolitan area","NV","Nevada","Churchill County"
"3200006","Balance of Nevada nonmetropolitan area","NV","Nevada","Douglas County"
"3200006","Balance of Nevada nonmetropolitan area","NV","Nevada","Elko County"
"3200006","Balance of Nevada nonmetropolitan area","NV","Nevada","Esmeralda County"
"3200006","Balance of Nevada nonmetropolitan area","NV","Nevada","Eureka County"
"3200006","Balance of Nevada nonmetropolitan area","NV","Nevada","Humboldt County"
"3200006","Balance of Nevada nonmetropolitan area","NV","Nevada","Lander County"
"3200006","Balance of Nevada nonmetropolitan area","NV","Nevada","Lincoln County"
"3200006","Balance of Nevada nonmetropolitan area","NV","Nevada","Mineral County"
"3200006","Balance of Nevada nonmetropolitan area","NV","Nevada","Nye County"
"3200006","Balance of Nevada nonmetropolitan area","NV","Nevada","Pershing County"
"3200006","Balance of Nevada nonmetropolitan area","NV","Nevada","White Pine County"
"32420","Mayaguez, PR","PR","Puerto Rico","Cabo Rojo Municipio"
"32420","Mayaguez, PR","PR","Puerto Rico","Hormigueros Municipio"
"32420","Mayaguez, PR","PR","Puerto Rico","Lajas Municipio"
"32420","Mayaguez, PR","PR","Puerto Rico","Mayaguez Municipio"
"32420","Mayaguez, PR","PR","Puerto Rico","Sabana Grande Municipio"
"32420","Mayaguez, PR","PR","Puerto Rico","San German Municipio"
"32580","McAllen-Edinburg-Mission, TX","TX","Texas","Hidalgo County"
"32780","Medford, OR","OR","Oregon","Jackson County"
"32820","Memphis, TN-MS-AR","AR","Arkansas","Crittenden County"
"32820","Memphis, TN-MS-AR","MS","Mississippi","Benton County"
"32820","Memphis, TN-MS-AR","MS","Mississippi","DeSoto County"
"32820","Memphis, TN-MS-AR","MS","Mississippi","Marshall County"
"32820","Memphis, TN-MS-AR","MS","Mississippi","Tate County"
"32820","Memphis, TN-MS-AR","MS","Mississippi","Tunica County"
"32820","Memphis, TN-MS-AR","TN","Tennessee","Fayette County"
"32820","Memphis, TN-MS-AR","TN","Tennessee","Shelby County"
"32820","Memphis, TN-MS-AR","TN","Tennessee","Tipton County"
"32900","Merced, CA","CA","California","Merced County"
"3300001","Northern New Hampshire nonmetropolitan area","NH","New Hampshire","Carroll County"
"3300001","Northern New Hampshire nonmetropolitan area","NH","New Hampshire","Coos County"
"3300001","Northern New Hampshire nonmetropolitan area","NH","New Hampshire","Grafton County"
"3300002","Central New Hampshire nonmetropolitan area","NH","New Hampshire","Belknap County"
"3300002","Central New Hampshire nonmetropolitan area","NH","New Hampshire","Merrimack County"
"3300006","Southwestern New Hampshire nonmetropolitan area","NH","New Hampshire","Cheshire County"
"3300006","Southwestern New Hampshire nonmetropolitan area","NH","New Hampshire","Sullivan County"
"33100","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Florida","Broward County"
"33100","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Florida","Miami-Dade County"
"33100","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Florida","Palm Beach County"
"33140","Michigan City-La Porte, IN","IN","Indiana","LaPorte County"
"33220","Midland, MI","MI","Michigan","Midland County"
"33260","Midland, TX","TX","Texas","Martin County"
"33260","Midland, TX","TX","Texas","Midland County"
"33340","Milwaukee-Waukesha, WI","WI","Wisconsin","Milwaukee County"
"33340","Milwaukee-Waukesha, WI","WI","Wisconsin","Ozaukee County"
"33340","Milwaukee-Waukesha, WI","WI","Wisconsin","Washington County"
"33340","Milwaukee-Waukesha, WI","WI","Wisconsin","Waukesha County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Anoka County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Carver County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Chisago County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Dakota County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Hennepin County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Isanti County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Le Sueur County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Mille Lacs County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Ramsey County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Scott County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Sherburne County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Washington County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Minnesota","Wright County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","WI","Wisconsin","Pierce County"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","WI","Wisconsin","St. Croix County"
"33500","Minot, ND","ND","North Dakota","McHenry County"
"33500","Minot, ND","ND","North Dakota","Renville County"
"33500","Minot, ND","ND","North Dakota","Ward County"
"33540","Missoula, MT","MT","Montana","Mineral County"
"33540","Missoula, MT","MT","Montana","Missoula County"
"33660","Mobile, AL","AL","Alabama","Mobile County"
"33700","Modesto, CA","CA","California","Stanislaus County"
"33740","Monroe, LA","LA","Louisiana","Morehouse Parish"
"33740","Monroe, LA","LA","Louisiana","Ouachita Parish"
"33740","Monroe, LA","LA","Louisiana","Richland Parish"
"33740","Monroe, LA","LA","Louisiana","Union Parish"
"33780","Monroe, MI","MI","Michigan","Monroe County"
"33860","Montgomery, AL","AL","Alabama","Autauga County"
"33860","Montgomery, AL","AL","Alabama","Elmore County"
"33860","Montgomery, AL","AL","Alabama","Lowndes County"
"33860","Montgomery, AL","AL","Alabama","Montgomery County"
"34060","Morgantown, WV","WV","West Virginia","Monongalia County"
"34060","Morgantown, WV","WV","West Virginia","Preston County"
"34100","Morristown, TN","TN","Tennessee","Hamblen County"
"34100","Morristown, TN","TN","Tennessee","Jefferson County"
"34580","Mount Vernon-Anacortes, WA","WA","Washington","Skagit County"
"34620","Muncie, IN","IN","Indiana","Delaware County"
"34740","Muskegon-Norton Shores, MI","MI","Michigan","Muskegon County"
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC","SC","South Carolina","Horry County"
"34900","Napa, CA","CA","California","Napa County"
"34940","Naples-Marco Island, FL","FL","Florida","Collier County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Cannon County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Cheatham County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Davidson County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Dickson County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Hickman County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Macon County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Maury County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Robertson County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Rutherford County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Smith County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Sumner County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Trousdale County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Williamson County"
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","TN","Tennessee","Wilson County"
"3500006","Northern New Mexico nonmetropolitan area","NM","New Mexico","Catron County"
"3500006","Northern New Mexico nonmetropolitan area","NM","New Mexico","Cibola County"
"3500006","Northern New Mexico nonmetropolitan area","NM","New Mexico","Colfax County"
"3500006","Northern New Mexico nonmetropolitan area","NM","New Mexico","Los Alamos County"
"3500006","Northern New Mexico nonmetropolitan area","NM","New Mexico","McKinley County"
"3500006","Northern New Mexico nonmetropolitan area","NM","New Mexico","Mora County"
"3500006","Northern New Mexico nonmetropolitan area","NM","New Mexico","Rio Arriba County"
"3500006","Northern New Mexico nonmetropolitan area","NM","New Mexico","San Miguel County"
"3500006","Northern New Mexico nonmetropolitan area","NM","New Mexico","Taos County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Chaves County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Curry County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","De Baca County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Eddy County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Grant County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Guadalupe County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Harding County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Hidalgo County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Lea County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Lincoln County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Luna County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Otero County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Quay County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Roosevelt County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Sierra County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Socorro County"
"3500007","Eastern New Mexico nonmetropolitan area","NM","New Mexico","Union County"
"35300","New Haven, CT","CT","Connecticut","South Central Connecticut Planning Region"
"35380","New Orleans-Metairie, LA","LA","Louisiana","Jefferson Parish"
"35380","New Orleans-Metairie, LA","LA","Louisiana","Orleans Parish"
"35380","New Orleans-Metairie, LA","LA","Louisiana","Plaquemines Parish"
"35380","New Orleans-Metairie, LA","LA","Louisiana","St. Bernard Parish"
"35380","New Orleans-Metairie, LA","LA","Louisiana","St. Charles Parish"
"35380","New Orleans-Metairie, LA","LA","Louisiana","St. James Parish"
"35380","New Orleans-Metairie, LA","LA","Louisiana","St. John the Baptist Parish"
"35620","New York-Newark-Jersey City, NY-NJ","NJ","New Jersey","Bergen County"
"35620","New York-Newark-Jersey City, NY-NJ","NJ","New Jersey","Essex County"
"35620","New York-Newark-Jersey City, NY-NJ","NJ","New Jersey","Hudson County"
"35620","New York-Newark-Jersey City, NY-NJ","NJ","New Jersey","Hunterdon County"
"35620","New York-Newark-Jersey City, NY-NJ","NJ","New Jersey","Middlesex County"
"35620","New York-Newark-Jersey City, NY-NJ","NJ","New Jersey","Monmouth County"
"35620","New York-Newark-Jersey City, NY-NJ","NJ","New Jersey","Morris County"
"35620","New York-Newark-Jersey City, NY-NJ","NJ","New Jersey","Ocean County"
"35620","New York-Newark-Jersey City, NY-NJ","NJ","New Jersey","Passaic County"
"35620","New York-Newark-Jersey City, NY-NJ","NJ","New Jersey","Somerset County"
"35620","New York-Newark-Jersey City, NY-NJ","NJ","New Jersey","Sussex County"
"35620","New York-Newark-Jersey City, NY-NJ","NJ","New Jersey","Union County"
"35620","New York-Newark-Jersey City, NY-NJ","NY","New York","Bronx County"
"35620","New York-Newark-Jersey City, NY-NJ","NY","New York","Kings County"
"35620","New York-Newark-Jersey City, NY-NJ","NY","New York","Nassau County"
"35620","New York-Newark-Jersey City, NY-NJ","NY","New York","New York County"
"35620","New York-Newark-Jersey City, NY-NJ","NY","New York","Putnam County"
"35620","New York-Newark-Jersey City, NY-NJ","NY","New York","Queens County"
"35620","New York-Newark-Jersey City, NY-NJ","NY","New York","Richmond County"
"35620","New York-Newark-Jersey City, NY-NJ","NY","New York","Rockland County"
"35620","New York-Newark-Jersey City, NY-NJ","NY","New York","Suffolk County"
"35620","New York-Newark-Jersey City, NY-NJ","NY","New York","Westchester County"
"35660","Niles, MI","MI","Michigan","Berrien County"
"35840","North Port-Bradenton-Sarasota, FL","FL","Florida","Manatee County"
"35840","North Port-Bradenton-Sarasota, FL","FL","Florida","Sarasota County"
"35980","Norwich-New London-Willimantic, CT","CT","Connecticut","Southeastern Connecticut Planning Region"
"3600001","Capital/Northern New York nonmetropolitan area","NY","New York","Clinton County"
"3600001","Capital/Northern New York nonmetropolitan area","NY","New York","Essex County"
"3600001","Capital/Northern New York nonmetropolitan area","NY","New York","Franklin County"
"3600001","Capital/Northern New York nonmetropolitan area","NY","New York","Fulton County"
"3600001","Capital/Northern New York nonmetropolitan area","NY","New York","Hamilton County"
"3600001","Capital/Northern New York nonmetropolitan area","NY","New York","Lewis County"
"3600001","Capital/Northern New York nonmetropolitan area","NY","New York","Montgomery County"
"3600001","Capital/Northern New York nonmetropolitan area","NY","New York","St. Lawrence County"
"3600004","Southwest New York nonmetropolitan area","NY","New York","Allegany County"
"3600004","Southwest New York nonmetropolitan area","NY","New York","Cattaraugus County"
"3600004","Southwest New York nonmetropolitan area","NY","New York","Chautauqua County"
"3600004","Southwest New York nonmetropolitan area","NY","New York","Genesee County"
"3600004","Southwest New York nonmetropolitan area","NY","New York","Schuyler County"
"3600004","Southwest New York nonmetropolitan area","NY","New York","Seneca County"
"3600004","Southwest New York nonmetropolitan area","NY","New York","Steuben County"
"3600004","Southwest New York nonmetropolitan area","NY","New York","Wyoming County"
"3600004","Southwest New York nonmetropolitan area","NY","New York","Yates County"
"3600006","Central East New York nonmetropolitan area","NY","New York","Cayuga County"
"3600006","Central East New York nonmetropolitan area","NY","New York","Chenango County"
"3600006","Central East New York nonmetropolitan area","NY","New York","Columbia County"
"3600006","Central East New York nonmetropolitan area","NY","New York","Cortland County"
"3600006","Central East New York nonmetropolitan area","NY","New York","Delaware County"
"3600006","Central East New York nonmetropolitan area","NY","New York","Greene County"
"3600006","Central East New York nonmetropolitan area","NY","New York","Otsego County"
"3600006","Central East New York nonmetropolitan area","NY","New York","Sullivan County"
"36100","Ocala, FL","FL","Florida","Marion County"
"36220","Odessa, TX","TX","Texas","Ector County"
"36260","Ogden, UT","UT","Utah","Davis County"
"36260","Ogden, UT","UT","Utah","Morgan County"
"36260","Ogden, UT","UT","Utah","Weber County"
"36420","Oklahoma City, OK","OK","Oklahoma","Canadian County"
"36420","Oklahoma City, OK","OK","Oklahoma","Cleveland County"
"36420","Oklahoma City, OK","OK","Oklahoma","Grady County"
"36420","Oklahoma City, OK","OK","Oklahoma","Lincoln County"
"36420","Oklahoma City, OK","OK","Oklahoma","Logan County"
"36420","Oklahoma City, OK","OK","Oklahoma","McClain County"
"36420","Oklahoma City, OK","OK","Oklahoma","Oklahoma County"
"36500","Olympia-Lacey-Tumwater, WA","WA","Washington","Thurston County"
"36540","Omaha, NE-IA","IA","Iowa","Harrison County"
"36540","Omaha, NE-IA","IA","Iowa","Mills County"
"36540","Omaha, NE-IA","IA","Iowa","Pottawattamie County"
"36540","Omaha, NE-IA","NE","Nebraska","Cass County"
"36540","Omaha, NE-IA","NE","Nebraska","Douglas County"
"36540","Omaha, NE-IA","NE","Nebraska","Sarpy County"
"36540","Omaha, NE-IA","NE","Nebraska","Saunders County"
"36540","Omaha, NE-IA","NE","Nebraska","Washington County"
"36740","Orlando-Kissimmee-Sanford, FL","FL","Florida","Lake County"
"36740","Orlando-Kissimmee-Sanford, FL","FL","Florida","Orange County"
"36740","Orlando-Kissimmee-Sanford, FL","FL","Florida","Osceola County"
"36740","Orlando-Kissimmee-Sanford, FL","FL","Florida","Seminole County"
"36780","Oshkosh-Neenah, WI","WI","Wisconsin","Winnebago County"
"36980","Owensboro, KY","KY","Kentucky","Daviess County"
"36980","Owensboro, KY","KY","Kentucky","McLean County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Beaufort County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Bertie County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Carteret County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Chowan County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Craven County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Dare County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Duplin County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Greene County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Halifax County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Hertford County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Hyde County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Jones County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Lenoir County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Martin County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Northampton County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Pamlico County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Pasquotank County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Perquimans County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Tyrrell County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Washington County"
"3700001","Eastern North Carolina nonmetropolitan area","NC","North Carolina","Wilson County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Bladen County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Caswell County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Columbus County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Granville County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Harnett County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Lee County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Montgomery County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Richmond County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Robeson County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Sampson County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Scotland County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Stanly County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Vance County"
"3700002","Central North Carolina nonmetropolitan area","NC","North Carolina","Warren County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Alleghany County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Ashe County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Avery County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Cherokee County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Clay County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Cleveland County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Graham County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Haywood County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Jackson County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Macon County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","McDowell County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Mitchell County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Polk County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Rutherford County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Surry County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Swain County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Transylvania County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Watauga County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Wilkes County"
"3700003","Western North Carolina nonmetropolitan area","NC","North Carolina","Yancey County"
"37100","Oxnard-Thousand Oaks-Ventura, CA","CA","California","Ventura County"
"37140","Paducah, KY-IL","IL","Illinois","Massac County"
"37140","Paducah, KY-IL","KY","Kentucky","Ballard County"
"37140","Paducah, KY-IL","KY","Kentucky","Carlisle County"
"37140","Paducah, KY-IL","KY","Kentucky","Livingston County"
"37140","Paducah, KY-IL","KY","Kentucky","McCracken County"
"37340","Palm Bay-Melbourne-Titusville, FL","FL","Florida","Brevard County"
"37460","Panama City-Panama City Beach, FL","FL","Florida","Bay County"
"37460","Panama City-Panama City Beach, FL","FL","Florida","Washington County"
"37620","Parkersburg-Vienna, WV","WV","West Virginia","Wirt County"
"37620","Parkersburg-Vienna, WV","WV","West Virginia","Wood County"
"37860","Pensacola-Ferry Pass-Brent, FL","FL","Florida","Escambia County"
"37860","Pensacola-Ferry Pass-Brent, FL","FL","Florida","Santa Rosa County"
"37900","Peoria, IL","IL","Illinois","Marshall County"
"37900","Peoria, IL","IL","Illinois","Peoria County"
"37900","Peoria, IL","IL","Illinois","Stark County"
"37900","Peoria, IL","IL","Illinois","Tazewell County"
"37900","Peoria, IL","IL","Illinois","Woodford County"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","DE","Delaware","New Castle County"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","MD","Maryland","Cecil County"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","NJ","New Jersey","Burlington County"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","NJ","New Jersey","Camden County"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","NJ","New Jersey","Gloucester County"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","NJ","New Jersey","Salem County"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","PA","Pennsylvania","Bucks County"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","PA","Pennsylvania","Chester County"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","PA","Pennsylvania","Delaware County"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","PA","Pennsylvania","Montgomery County"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","PA","Pennsylvania","Philadelphia County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Adams County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Billings County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Bottineau County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Bowman County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Burke County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Divide County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Dunn County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Emmons County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Golden Valley County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Grant County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Hettinger County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Kidder County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","McKenzie County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","McLean County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Mercer County"
"3800006","West North Dakota nonmetropolitan area","ND","North Dakota","Mountrail County"
